fips	county	plane
28065	Jefferson Davis County	w
28077	Lawrence County	w
28083	Leflore County	w
28085	Lincoln County	w
28089	Madison County	w
28091	Marion County	w
28097	Montgomery County	w
28107	Panola County	w
28113	Pike County	w
28119	Quitman County	w
28121	Rankin County	w
28125	Sharkey County	w
28127	Simpson County	w
28133	Sunflower County	w
28135	Tallahatchie County	w
28137	Tate County	w
28143	Tunica County	w
28147	Walthall County	w
28149	Warren County	w
28151	Washington County	w
28157	Wilkinson County	w
28161	Yalobusha County	w
28163	Yazoo County	w
28003	Alcorn County	e
28007	Attala County	e
28009	Benton County	e
28013	Calhoun County	e
28017	Chickasaw County	e
28019	Choctaw County	e
28023	Clarke County	e
28025	Clay County	e
28031	Covington County	e
28035	Forrest County	e
28039	George County	e
28041	Greene County	e
28045	Hancock County	e
28047	Harrison County	e
28057	Itawamba County	e
28059	Jackson County	e
28061	Jasper County	e
28067	Jones County	e
28069	Kemper County	e
28071	Lafayette County	e
28073	Lamar County	e
28075	Lauderdale County	e
28079	Leake County	e
28081	Lee County	e
28087	Lowndes County	e
28093	Marshall County	e
28095	Monroe County	e
28099	Neshoba County	e
28101	Newton County	e
28103	Noxubee County	e
28105	Oktibbeha County	e
28109	Pearl River County	e
28111	Perry County	e
28115	Pontotoc County	e
28117	Prentiss County	e
28123	Scott County	e
28129	Smith County	e
28131	Stone County	e
28139	Tippah County	e
28141	Tishomingo County	e
28145	Union County	e
28153	Wayne County	e
28155	Webster County	e
28159	Winston County	e
29003	Andrew County	w
29005	Atchison County	w
29009	Barry County	w
29011	Barton County	w
29013	Bates County	w
29021	Buchanan County	w
29025	Caldwell County	w
29037	Cass County	w
29039	Cedar County	w
29047	Clay County	w
29049	Clinton County	w
29057	Dade County	w
29061	Daviess County	w
29063	DeKalb County	w
29075	Gentry County	w
29081	Harrison County	w
29083	Henry County	w
29087	Holt County	w
29097	Jasper County	w
29095	Jackson County	w
29101	Johnson County	w
29107	Lafayette County	w
29109	Lawrence County	w
29119	McDonald County	w
29145	Newton County	w
29147	Nodaway County	w
29165	Platte County	w
29177	Ray County	w
29185	St. Clair County	w
29217	Vernon County	w
29227	Worth County	w
29001	Adair County	c
29007	Audrain County	c
29015	Benton County	c
29019	Boone County	c
29027	Callaway County	c
29029	Camden County	c
29033	Carroll County	c
29041	Chariton County	c
29043	Christian County	c
29051	Cole County	c
29053	Cooper County	c
29059	Dallas County	c
29067	Douglas County	c
29077	Greene County	c
29079	Grundy County	c
29085	Hickory County	c
29089	Howard County	c
29091	Howell County	c
29103	Knox County	c
29105	Laclede County	c
29115	Linn County	c
29117	Livingston County	c
29121	Macon County	c
29125	Maries County	c
29129	Mercer County	c
29131	Miller County	c
29135	Moniteau County	c
29137	Monroe County	c
29141	Morgan County	c
29151	Osage County	c
29153	Ozark County	c
29157	Perry County	c
29159	Pettis County	c
29161	Phelps County	c
29167	Polk County	c
29169	Pulaski County	c
29171	Putnam County	c
29175	Randolph County	c
29195	Saline County	c
29197	Schuyler County	c
29199	Scotland County	c
29205	Shelby County	c
29209	Stone County	c
29211	Sullivan County	c
29213	Taney County	c
29215	Texas County	c
29225	Webster County	c
29229	Wright County	c
29017	Bollinger County	e
29023	Butler County	e
29031	Cape Girardeau County	e
29035	Carter County	e
29045	Clark County	e
29055	Crawford County	e
29065	Dent County	e
29069	Dunklin County	e
29071	Franklin County	e
29073	Gasconade County	e
29093	Iron County	e
29099	Jefferson County	e
29111	Lewis County	e
29113	Lincoln County	e
29123	Madison County	e
29127	Marion County	e
29133	Mississippi County	e
29139	Montgomery County	e
29143	New Madrid County	e
29149	Oregon County	e
29155	Pemiscot County	e
29163	Pike County	e
29173	Ralls County	e
29179	Reynolds County	e
29181	Ripley County	e
29183	St. Charles County	e
29186	Ste. Genevieve County	e
29187	St. Francois County	e
29189	St. Louis County	e
29201	Scott County	e
29203	Shannon County	e
29510	St. Louis city	e
29207	Stoddard County	e
29219	Warren County	e
29221	Washington County	e
29223	Wayne County	e
30005	Blaine County	n
30015	Chouteau County	n
30019	Daniels County	n
30029	Flathead County	n
30035	Glacier County	n
30041	Hill County	n
30051	Liberty County	n
30053	Lincoln County	n
30071	Phillips County	n
30073	Pondera County	n
30085	Roosevelt County	n
30091	Sheridan County	n
30099	Teton County	n
30101	Toole County	n
30105	Valley County	n
30013	Cascade County	c
30021	Dawson County	c
30027	Fergus County	c
30033	Garfield County	c
30045	Judith Basin County	c
30047	Lake County	c
30049	Lewis and Clark County	c
30055	McCone County	c
30059	Meagher County	c
30061	Mineral County	c
30063	Missoula County	c
30069	Petroleum County	c
30077	Powell County	c
30079	Prairie County	c
30083	Richland County	c
30089	Sanders County	c
30109	Wibaux County	c
30001	Beaverhead County	s
30003	Big Horn County	s
30007	Broadwater County	s
30009	Carbon County	s
30011	Carter County	s
30017	Custer County	s
30023	Deer Lodge County	s
30025	Fallon County	s
30031	Gallatin County	s
30037	Golden Valley County	s
30039	Granite County	s
30043	Jefferson County	s
30057	Madison County	s
30065	Musselshell County	s
30067	Park County	s
30075	Powder River County	s
30081	Ravalli County	s
30087	Rosebud County	s
30093	Silver Bow County	s
30095	Stillwater County	s
30097	Sweet Grass County	s
30103	Treasure County	s
30107	Wheatland County	s
30111	Yellowstone County	s
31003	Antelope County	n
31009	Blaine County	n
31013	Box Butte County	n
31015	Boyd County	n
31017	Brown County	n
31021	Burt County	n
31027	Cedar County	n
31031	Cherry County	n
31039	Cuming County	n
31043	Dakota County	n
31045	Dawes County	n
31051	Dixon County	n
31071	Garfield County	n
31075	Grant County	n
31089	Holt County	n
31091	Hooker County	n
31103	Keya Paha County	n
31107	Knox County	n
31115	Loup County	n
31119	Madison County	n
31139	Pierce County	n
31149	Rock County	n
31161	Sheridan County	n
31165	Sioux County	n
31167	Stanton County	n
31171	Thomas County	n
31173	Thurston County	n
31179	Wayne County	n
31183	Wheeler County	n
31001	Adams County	s
31005	Arthur County	s
31007	Banner County	s
31011	Boone County	s
31019	Buffalo County	s
31023	Butler County	s
31025	Cass County	s
31029	Chase County	s
31033	Cheyenne County	s
31035	Clay County	s
31037	Colfax County	s
31041	Custer County	s
31047	Dawson County	s
31049	Deuel County	s
31053	Dodge County	s
31055	Douglas County	s
31057	Dundy County	s
31059	Fillmore County	s
31061	Franklin County	s
31063	Frontier County	s
31065	Furnas County	s
31067	Gage County	s
31069	Garden County	s
31073	Gosper County	s
31077	Greeley County	s
31079	Hall County	s
31081	Hamilton County	s
31083	Harlan County	s
31085	Hayes County	s
31087	Hitchcock County	s
31093	Howard County	s
31095	Jefferson County	s
31097	Johnson County	s
31099	Kearney County	s
31101	Keith County	s
31105	Kimball County	s
31109	Lancaster County	s
31111	Lincoln County	s
31113	Logan County	s
31117	McPherson County	s
31121	Merrick County	s
31123	Morrill County	s
31125	Nance County	s
31127	Nemaha County	s
31129	Nuckolls County	s
31131	Otoe County	s
31133	Pawnee County	s
31135	Perkins County	s
31137	Phelps County	s
31141	Platte County	s
31143	Polk County	s
31145	Red Willow County	s
31147	Richardson County	s
31151	Saline County	s
31153	Sarpy County	s
31155	Saunders County	s
31157	Scotts Bluff County	s
31159	Seward County	s
31163	Sherman County	s
31169	Thayer County	s
31175	Valley County	s
31177	Washington County	s
31181	Webster County	s
31185	York County	s
32001	Churchill County	w
32005	Douglas County	w
32009	Esmeralda County	w
32013	Humboldt County	w
32019	Lyon County	w
32021	Mineral County	w
32027	Pershing County	w
32029	Storey County	w
32031	Washoe County	w
32510	Carson City	w
32015	Lander County	c
32023	Nye County	c
32003	Clark County	e
32007	Elko County	e
32011	Eureka County	e
32017	Lincoln County	e
32033	White Pine County	e
33001	Belknap County	
33003	Carroll County	
33005	Cheshire County	
33007	Coos County	
33009	Grafton County	
33011	Hillsborough County	
33013	Merrimack County	
33015	Rockingham County	
33017	Strafford County	
33019	Sullivan County	
34001	Atlantic County	
34003	Bergen County	
34005	Burlington County	
34007	Camden County	
34009	Cape May County	
34011	Cumberland County	
34013	Essex County	
34015	Gloucester County	
34017	Hudson County	
34019	Hunterdon County	
34021	Mercer County	
34023	Middlesex County	
34025	Monmouth County	
34027	Morris County	
34029	Ocean County	
34031	Passaic County	
34033	Salem County	
34035	Somerset County	
34037	Sussex County	
34039	Union County	
34041	Warren County	
35003	Catron County	w
35006	Cibola County	w
35017	Grant County	w
35023	Hidalgo County	w
35029	Luna County	w
35031	McKinley County	w
35045	San Juan County	w
35051	Sierra County	w
35001	Bernalillo County	c
35013	Dona Ana County	c
35027	Lincoln County	c
35028	Los Alamos County	c
35035	Otero County	c
35039	Rio Arriba County	c
35043	Sandoval County	c
35049	Santa Fe County	c
35053	Socorro County	c
35055	Taos County	c
35057	Torrance County	c
35061	Valencia County	c
35005	Chaves County	e
35007	Colfax County	e
35009	Curry County	e
35011	De Baca County	e
35015	Eddy County	e
35019	Guadalupe County	e
35021	Harding County	e
35025	Lea County	e
35033	Mora County	e
35037	Quay County	e
35041	Roosevelt County	e
35047	San Miguel County	e
35059	Union County	e
36003	Allegany County	w
36009	Cattaraugus County	w
36013	Chautauqua County	w
36029	Erie County	w
36037	Genesee County	w
36051	Livingston County	w
36055	Monroe County	w
36063	Niagara County	w
36073	Orleans County	w
36121	Wyoming County	w
36007	Broome County	c
36011	Cayuga County	c
36015	Chemung County	c
36017	Chenango County	c
36023	Cortland County	c
36045	Jefferson County	c
36049	Lewis County	c
36053	Madison County	c
36065	Oneida County	c
36067	Onondaga County	c
36069	Ontario County	c
36075	Oswego County	c
36097	Schuyler County	c
36099	Seneca County	c
36101	Steuben County	c
36107	Tioga County	c
36109	Tompkins County	c
36117	Wayne County	c
36123	Yates County	c
36001	Albany County	e
36019	Clinton County	e
36021	Columbia County	e
36025	Delaware County	e
36027	Dutchess County	e
36031	Essex County	e
36033	Franklin County	e
36035	Fulton County	e
36039	Greene County	e
36041	Hamilton County	e
36043	Herkimer County	e
36057	Montgomery County	e
36071	Orange County	e
36077	Otsego County	e
36079	Putnam County	e
36083	Rensselaer County	e
36087	Rockland County	e
36089	St. Lawrence County	e
36091	Saratoga County	e
36093	Schenectady County	e
36095	Schoharie County	e
36105	Sullivan County	e
36111	Ulster County	e
36113	Warren County	e
36115	Washington County	e
36119	Westchester County	e
36005	Bronx County	li
36047	Kings County	li
36059	Nassau County	li
36061	New York County	li
36081	Queens County	li
36085	Richmond County	li
36103	Suffolk County	li
37001	Alamance County	
37003	Alexander County	
37005	Alleghany County	
37007	Anson County	
37009	Ashe County	
37011	Avery County	
37013	Beaufort County	
37015	Bertie County	
37017	Bladen County	
37019	Brunswick County	
37021	Buncombe County	
37023	Burke County	
37025	Cabarrus County	
37027	Caldwell County	
37029	Camden County	
37031	Carteret County	
37033	Caswell County	
37035	Catawba County	
37037	Chatham County	
37039	Cherokee County	
37041	Chowan County	
37043	Clay County	
37045	Cleveland County	
37047	Columbus County	
37049	Craven County	
37051	Cumberland County	
37053	Currituck County	
37055	Dare County	
37057	Davidson County	
37059	Davie County	
37061	Duplin County	
37063	Durham County	
37065	Edgecombe County	
37067	Forsyth County	
37069	Franklin County	
37071	Gaston County	
37073	Gates County	
37075	Graham County	
37077	Granville County	
37079	Greene County	
37081	Guilford County	
37083	Halifax County	
37085	Harnett County	
37087	Haywood County	
37089	Henderson County	
37091	Hertford County	
37093	Hoke County	
37095	Hyde County	
37097	Iredell County	
37099	Jackson County	
37101	Johnston County	
37103	Jones County	
37105	Lee County	
37107	Lenoir County	
37109	Lincoln County	
37111	McDowell County	
37113	Macon County	
37115	Madison County	
37117	Martin County	
37119	Mecklenburg County	
37121	Mitchell County	
37123	Montgomery County	
37125	Moore County	
37127	Nash County	
37129	New Hanover County	
37131	Northampton County	
37133	Onslow County	
37135	Orange County	
37137	Pamlico County	
37139	Pasquotank County	
37141	Pender County	
37143	Perquimans County	
37145	Person County	
37147	Pitt County	
37149	Polk County	
37151	Randolph County	
37153	Richmond County	
37155	Robeson County	
37157	Rockingham County	
37159	Rowan County	
37161	Rutherford County	
37163	Sampson County	
37165	Scotland County	
37167	Stanly County	
37169	Stokes County	
37171	Surry County	
37173	Swain County	
37175	Transylvania County	
37177	Tyrrell County	
37179	Union County	
37181	Vance County	
37183	Wake County	
37185	Warren County	
37187	Washington County	
37189	Watauga County	
37191	Wayne County	
37193	Wilkes County	
37195	Wilson County	
37197	Yadkin County	
37199	Yancey County	
38005	Benson County	n
38009	Bottineau County	n
38013	Burke County	n
38019	Cavalier County	n
38023	Divide County	n
38027	Eddy County	n
38031	Foster County	n
38035	Grand Forks County	n
38039	Griggs County	n
38049	McHenry County	n
38053	McKenzie County	n
38055	McLean County	n
38061	Mountrail County	n
38063	Nelson County	n
38067	Pembina County	n
38069	Pierce County	n
38071	Ramsey County	n
38075	Renville County	n
38079	Rolette County	n
38083	Sheridan County	n
38091	Steele County	n
38095	Towner County	n
38097	Traill County	n
38099	Walsh County	n
38101	Ward County	n
38103	Wells County	n
38105	Williams County	n
38001	Adams County	s
38003	Barnes County	s
38007	Billings County	s
38011	Bowman County	s
38015	Burleigh County	s
38017	Cass County	s
38021	Dickey County	s
38025	Dunn County	s
38029	Emmons County	s
38033	Golden Valley County	s
38037	Grant County	s
38041	Hettinger County	s
38043	Kidder County	s
38045	LaMoure County	s
38047	Logan County	s
38051	McIntosh County	s
38057	Mercer County	s
38059	Morton County	s
38065	Oliver County	s
38073	Ransom County	s
38077	Richland County	s
38081	Sargent County	s
38085	Sioux County	s
38087	Slope County	s
38089	Stark County	s
38093	Stutsman County	s
39003	Allen County	n
39005	Ashland County	n
39007	Ashtabula County	n
39011	Auglaize County	n
39019	Carroll County	n
39029	Columbiana County	n
39031	Coshocton County	n
39033	Crawford County	n
39035	Cuyahoga County	n
39039	Defiance County	n
39041	Delaware County	n
39043	Erie County	n
39051	Fulton County	n
39055	Geauga County	n
39063	Hancock County	n
39065	Hardin County	n
39067	Harrison County	n
39069	Henry County	n
39075	Holmes County	n
39077	Huron County	n
39081	Jefferson County	n
39083	Knox County	n
39085	Lake County	n
39091	Logan County	n
39093	Lorain County	n
39095	Lucas County	n
39099	Mahoning County	n
39101	Marion County	n
39103	Medina County	n
39107	Mercer County	n
39117	Morrow County	n
39123	Ottawa County	n
39125	Paulding County	n
39133	Portage County	n
39137	Putnam County	n
39139	Richland County	n
39143	Sandusky County	n
39147	Seneca County	n
39149	Shelby County	n
39151	Stark County	n
39153	Summit County	n
39155	Trumbull County	n
39157	Tuscarawas County	n
39159	Union County	n
39161	Van Wert County	n
39169	Wayne County	n
39171	Williams County	n
39173	Wood County	n
39175	Wyandot County	n
39001	Adams County	s
39009	Athens County	s
39013	Belmont County	s
39015	Brown County	s
39017	Butler County	s
39021	Champaign County	s
39023	Clark County	s
39025	Clermont County	s
39027	Clinton County	s
39037	Darke County	s
39045	Fairfield County	s
39047	Fayette County	s
39049	Franklin County	s
39053	Gallia County	s
39057	Greene County	s
39059	Guernsey County	s
39061	Hamilton County	s
39071	Highland County	s
39073	Hocking County	s
39079	Jackson County	s
39087	Lawrence County	s
39089	Licking County	s
39097	Madison County	s
39105	Meigs County	s
39109	Miami County	s
39111	Monroe County	s
39113	Montgomery County	s
39115	Morgan County	s
39119	Muskingum County	s
39121	Noble County	s
39127	Perry County	s
39129	Pickaway County	s
39131	Pike County	s
39135	Preble County	s
39141	Ross County	s
39145	Scioto County	s
39163	Vinton County	s
39165	Warren County	s
39167	Washington County	s
40001	Adair County	n
40003	Alfalfa County	n
40007	Beaver County	n
40011	Blaine County	n
40017	Canadian County	n
40021	Cherokee County	n
40025	Cimarron County	n
40035	Craig County	n
40037	Creek County	n
40039	Custer County	n
40041	Delaware County	n
40043	Dewey County	n
40045	Ellis County	n
40047	Garfield County	n
40053	Grant County	n
40059	Harper County	n
40071	Kay County	n
40073	Kingfisher County	n
40081	Lincoln County	n
40083	Logan County	n
40093	Major County	n
40097	Mayes County	n
40101	Muskogee County	n
40103	Noble County	n
40105	Nowata County	n
40107	Okfuskee County	n
40109	Oklahoma County	n
40111	Okmulgee County	n
40113	Osage County	n
40115	Ottawa County	n
40117	Pawnee County	n
40119	Payne County	n
40129	Roger Mills County	n
40131	Rogers County	n
40135	Sequoyah County	n
40139	Texas County	n
40143	Tulsa County	n
40145	Wagoner County	n
40147	Washington County	n
40151	Woods County	n
40153	Woodward County	n
40005	Atoka County	s
40009	Beckham County	s
40013	Bryan County	s
40015	Caddo County	s
40019	Carter County	s
40023	Choctaw County	s
40027	Cleveland County	s
40029	Coal County	s
40031	Comanche County	s
40033	Cotton County	s
40049	Garvin County	s
40051	Grady County	s
40055	Greer County	s
40057	Harmon County	s
40061	Haskell County	s
40063	Hughes County	s
40065	Jackson County	s
40067	Jefferson County	s
40069	Johnston County	s
40075	Kiowa County	s
40077	Latimer County	s
40079	Le Flore County	s
40085	Love County	s
40087	McClain County	s
40089	McCurtain County	s
40095	Marshall County	s
40091	McIntosh County	s
40099	Murray County	s
40121	Pittsburg County	s
40123	Pontotoc County	s
40125	Pottawatomie County	s
40127	Pushmataha County	s
40133	Seminole County	s
40137	Stephens County	s
40141	Tillman County	s
40149	Washita County	s
41001	Baker County	n
41003	Benton County	n
41005	Clackamas County	n
41007	Clatsop County	n
41009	Columbia County	n
41021	Gilliam County	n
41023	Grant County	n
41027	Hood River County	n
41031	Jefferson County	n
41041	Lincoln County	n
41043	Linn County	n
41047	Marion County	n
41049	Morrow County	n
41051	Multnomah County	n
41053	Polk County	n
41055	Sherman County	n
41057	Tillamook County	n
41059	Umatilla County	n
41061	Union County	n
41063	Wallowa County	n
41065	Wasco County	n
41067	Washington County	n
41069	Wheeler County	n
41071	Yamhill County	n
41011	Coos County	s
41013	Crook County	s
41015	Curry County	s
41017	Deschutes County	s
41019	Douglas County	s
41025	Harney County	s
41029	Jackson County	s
41033	Josephine County	s
41035	Klamath County	s
41037	Lake County	s
41039	Lane County	s
41045	Malheur County	s
42015	Bradford County	n
42023	Cameron County	n
42025	Carbon County	n
42027	Centre County	n
42031	Clarion County	n
42033	Clearfield County	n
42035	Clinton County	n
42037	Columbia County	n
42039	Crawford County	n
42047	Elk County	n
42049	Erie County	n
42053	Forest County	n
42065	Jefferson County	n
42069	Lackawanna County	n
42079	Luzerne County	n
42081	Lycoming County	n
42083	McKean County	n
42085	Mercer County	n
42089	Monroe County	n
42093	Montour County	n
42097	Northumberland County	n
42103	Pike County	n
42105	Potter County	n
42113	Sullivan County	n
42115	Susquehanna County	n
42117	Tioga County	n
42119	Union County	n
42121	Venango County	n
42123	Warren County	n
42127	Wayne County	n
42131	Wyoming County	n
42001	Adams County	s
42003	Allegheny County	s
42005	Armstrong County	s
42007	Beaver County	s
42009	Bedford County	s
42011	Berks County	s
42013	Blair County	s
42017	Bucks County	s
42019	Butler County	s
42021	Cambria County	s
42029	Chester County	s
42041	Cumberland County	s
42043	Dauphin County	s
42045	Delaware County	s
42051	Fayette County	s
42055	Franklin County	s
42057	Fulton County	s
42059	Greene County	s
42061	Huntingdon County	s
42063	Indiana County	s
42067	Juniata County	s
42071	Lancaster County	s
42073	Lawrence County	s
42075	Lebanon County	s
42077	Lehigh County	s
42087	Mifflin County	s
42091	Montgomery County	s
42095	Northampton County	s
42099	Perry County	s
42101	Philadelphia County	s
42107	Schuylkill County	s
42109	Snyder County	s
42111	Somerset County	s
42125	Washington County	s
42129	Westmoreland County	s
42133	York County	s
44001	Bristol County	
44003	Kent County	
44005	Newport County	
44007	Providence County	
44009	Washington County	
45001	Abbeville County	n
45007	Anderson County	n
45017	Calhoun County	n
45021	Cherokee County	n
45023	Chester County	n
45025	Chesterfield County	n
45031	Darlington County	n
45033	Dillon County	n
45037	Edgefield County	n
45039	Fairfield County	n
45041	Florence County	n
45045	Greenville County	n
45047	Greenwood County	n
45051	Horry County	n
45055	Kershaw County	n
45057	Lancaster County	n
45059	Laurens County	n
45061	Lee County	n
45063	Lexington County	n
45067	Marion County	n
45069	Marlboro County	n
45065	McCormick County	n
45071	Newberry County	n
45073	Oconee County	n
45077	Pickens County	n
45079	Richland County	n
45081	Saluda County	n
45083	Spartanburg County	n
45085	Sumter County	n
45087	Union County	n
45091	York County	n
45003	Aiken County	s
45005	Allendale County	s
45009	Bamberg County	s
45011	Barnwell County	s
45013	Beaufort County	s
45015	Berkeley County	s
45019	Charleston County	s
45027	Clarendon County	s
45029	Colleton County	s
45035	Dorchester County	s
45043	Georgetown County	s
45049	Hampton County	s
45053	Jasper County	s
45075	Orangeburg County	s
45089	Williamsburg County	s
46005	Beadle County	n
46011	Brookings County	n
46013	Brown County	n
46019	Butte County	n
46021	Campbell County	n
46025	Clark County	n
46029	Codington County	n
46031	Corson County	n
46037	Day County	n
46039	Deuel County	n
46041	Dewey County	n
46045	Edmunds County	n
46049	Faulk County	n
46051	Grant County	n
46057	Hamlin County	n
46059	Hand County	n
46063	Harding County	n
46069	Hyde County	n
46077	Kingsbury County	n
46081	Lawrence County	n
46089	McPherson County	n
46091	Marshall County	n
46093	Meade County	n
46105	Perkins County	n
46107	Potter County	n
46109	Roberts County	n
46115	Spink County	n
46119	Sully County	n
46129	Walworth County	n
46137	Ziebach County	n
46003	Aurora County	s
46007	Bennett County	s
46009	Bon Homme County	s
46015	Brule County	s
46017	Buffalo County	s
46023	Charles Mix County	s
46027	Clay County	s
46033	Custer County	s
46035	Davison County	s
46043	Douglas County	s
46047	Fall River County	s
46053	Gregory County	s
46055	Haakon County	s
46061	Hanson County	s
46065	Hughes County	s
46067	Hutchinson County	s
46071	Jackson County	s
46073	Jerauld County	s
46075	Jones County	s
46079	Lake County	s
46083	Lincoln County	s
46085	Lyman County	s
46087	McCook County	s
46095	Mellette County	s
46097	Miner County	s
46099	Minnehaha County	s
46101	Moody County	s
46103	Pennington County	s
46111	Sanborn County	s
46113	Shannon County	s
46117	Stanley County	s
46121	Todd County	s
46123	Tripp County	s
46125	Turner County	s
46127	Union County	s
46135	Yankton County	s
47001	Anderson County	
47003	Bedford County	
47005	Benton County	
47007	Bledsoe County	
47009	Blount County	
47011	Bradley County	
47013	Campbell County	
47015	Cannon County	
47017	Carroll County	
47019	Carter County	
47021	Cheatham County	
47023	Chester County	
47025	Claiborne County	
47027	Clay County	
47029	Cocke County	
47031	Coffee County	
47033	Crockett County	
47035	Cumberland County	
47037	Davidson County	
47039	Decatur County	
47041	DeKalb County	
47043	Dickson County	
47045	Dyer County	
47047	Fayette County	
47049	Fentress County	
47051	Franklin County	
47053	Gibson County	
47055	Giles County	
47057	Grainger County	
47059	Greene County	
47061	Grundy County	
47063	Hamblen County	
47065	Hamilton County	
47067	Hancock County	
47069	Hardeman County	
47071	Hardin County	
47073	Hawkins County	
47075	Haywood County	
47077	Henderson County	
47079	Henry County	
47081	Hickman County	
47083	Houston County	
47085	Humphreys County	
47087	Jackson County	
47089	Jefferson County	
47091	Johnson County	
47093	Knox County	
47095	Lake County	
47097	Lauderdale County	
47099	Lawrence County	
47101	Lewis County	
47103	Lincoln County	
47105	Loudon County	
47107	McMinn County	
47109	McNairy County	
47111	Macon County	
47113	Madison County	
47115	Marion County	
47117	Marshall County	
47119	Maury County	
47121	Meigs County	
47123	Monroe County	
47125	Montgomery County	
47127	Moore County	
47129	Morgan County	
47131	Obion County	
47133	Overton County	
47135	Perry County	
47137	Pickett County	
47139	Polk County	
47141	Putnam County	
47143	Rhea County	
47145	Roane County	
47147	Robertson County	
47149	Rutherford County	
47151	Scott County	
47153	Sequatchie County	
47155	Sevier County	
47157	Shelby County	
47159	Smith County	
47161	Stewart County	
47163	Sullivan County	
47165	Sumner County	
47167	Tipton County	
47169	Trousdale County	
47171	Unicoi County	
47173	Union County	
47175	Van Buren County	
47177	Warren County	
47179	Washington County	
47181	Wayne County	
47183	Weakley County	
47185	White County	
47187	Williamson County	
47189	Wilson County	
48011	Armstrong County	n
48045	Briscoe County	n
48065	Carson County	n
48069	Castro County	n
48075	Childress County	n
48087	Collingsworth County	n
48111	Dallam County	n
48117	Deaf Smith County	n
48129	Donley County	n
48179	Gray County	n
48191	Hall County	n
48195	Hansford County	n
48205	Hartley County	n
48211	Hemphill County	n
48233	Hutchinson County	n
48295	Lipscomb County	n
48341	Moore County	n
48357	Ochiltree County	n
48359	Oldham County	n
48369	Parmer County	n
48375	Potter County	n
48381	Randall County	n
48393	Roberts County	n
48421	Sherman County	n
48437	Swisher County	n
48483	Wheeler County	n
48003	Andrews County	nc
48009	Archer County	nc
48017	Bailey County	nc
48023	Baylor County	nc
48033	Borden County	nc
48037	Bowie County	nc
48059	Callahan County	nc
48063	Camp County	nc
48067	Cass County	nc
48077	Clay County	nc
48079	Cochran County	nc
48085	Collin County	nc
48097	Cooke County	nc
48101	Cottle County	nc
48107	Crosby County	nc
48113	Dallas County	nc
48115	Dawson County	nc
48119	Delta County	nc
48121	Denton County	nc
48125	Dickens County	nc
48133	Eastland County	nc
48139	Ellis County	nc
48143	Erath County	nc
48147	Fannin County	nc
48151	Fisher County	nc
48153	Floyd County	nc
48155	Foard County	nc
48159	Franklin County	nc
48165	Gaines County	nc
48169	Garza County	nc
48181	Grayson County	nc
48183	Gregg County	nc
48189	Hale County	nc
48197	Hardeman County	nc
48203	Harrison County	nc
48207	Haskell County	nc
48213	Henderson County	nc
48217	Hill County	nc
48219	Hockley County	nc
48221	Hood County	nc
48223	Hopkins County	nc
48227	Howard County	nc
48231	Hunt County	nc
48237	Jack County	nc
48251	Johnson County	nc
48253	Jones County	nc
48257	Kaufman County	nc
48263	Kent County	nc
48269	King County	nc
48275	Knox County	nc
48277	Lamar County	nc
48279	Lamb County	nc
48303	Lubbock County	nc
48305	Lynn County	nc
48315	Marion County	nc
48317	Martin County	nc
48335	Mitchell County	nc
48337	Montague County	nc
48343	Morris County	nc
48345	Motley County	nc
48349	Navarro County	nc
48353	Nolan County	nc
48363	Palo Pinto County	nc
48365	Panola County	nc
48367	Parker County	nc
48379	Rains County	nc
48387	Red River County	nc
48397	Rockwall County	nc
48401	Rusk County	nc
48415	Scurry County	nc
48417	Shackelford County	nc
48423	Smith County	nc
48425	Somervell County	nc
48429	Stephens County	nc
48433	Stonewall County	nc
48439	Tarrant County	nc
48441	Taylor County	nc
48445	Terry County	nc
48447	Throckmorton County	nc
48449	Titus County	nc
48459	Upshur County	nc
48467	Van Zandt County	nc
48485	Wichita County	nc
48487	Wilbarger County	nc
48497	Wise County	nc
48499	Wood County	nc
48501	Yoakum County	nc
48503	Young County	nc
48001	Anderson County	c
48005	Angelina County	c
48021	Bastrop County	c
48027	Bell County	c
48031	Blanco County	c
48035	Bosque County	c
48041	Brazos County	c
48049	Brown County	c
48051	Burleson County	c
48053	Burnet County	c
48073	Cherokee County	c
48081	Coke County	c
48083	Coleman County	c
48093	Comanche County	c
48095	Concho County	c
48099	Coryell County	c
48103	Crane County	c
48105	Crockett County	c
48109	Culberson County	c
48135	Ector County	c
48141	El Paso County	c
48145	Falls County	c
48161	Freestone County	c
48171	Gillespie County	c
48173	Glasscock County	c
48185	Grimes County	c
48193	Hamilton County	c
48199	Hardin County	c
48225	Houston County	c
48229	Hudspeth County	c
48235	Irion County	c
48241	Jasper County	c
48243	Jeff Davis County	c
48267	Kimble County	c
48281	Lampasas County	c
48287	Lee County	c
48289	Leon County	c
48291	Liberty County	c
48293	Limestone County	c
48299	Llano County	c
48301	Loving County	c
48307	McCulloch County	c
48309	McLennan County	c
48313	Madison County	c
48319	Mason County	c
48327	Menard County	c
48329	Midland County	c
48331	Milam County	c
48333	Mills County	c
48339	Montgomery County	c
48347	Nacogdoches County	c
48351	Newton County	c
48361	Orange County	c
48371	Pecos County	c
48373	Polk County	c
48383	Reagan County	c
48389	Reeves County	c
48395	Robertson County	c
48399	Runnels County	c
48403	Sabine County	c
48405	San Augustine County	c
48407	San Jacinto County	c
